Chemical,/Lines
C+,/1.5-0.5(659.364 GHz), 2.5-1.5(847.903 GHz), 2.5-0.5(1507.267 GHz), 1.5-0.5(1900.5369 GHz), 0.5-1.5(1287305.7 GHz), 1.5-1.5(1287965.1 GHz), 2.5-1.5(1288813.0 GHz), 0.5-0.5(1289206.2 GHz), 1.5-0.5(1289865.6 GHz), 2.5-1.5(2244476.5 GHz), 1.5-1.5(2244522.5 GHz), 1.5-0.5(2246423.1 GHz), 0.5-1.5(2890908.6 GHz), 0.5-0.5(2892809.2 GHz)
C,/1-0(492.160651 GHz), 2-1(809.34197 GHz), 2-0(1301.50262 GHz)
p-C3H2,/2-2(21.5874008 GHz), 4-4(35.3609294 GHz), 4-4(42.2312491 GHz), 6-6(44.624905 GHz), 6-5(46.5230057 GHz), 2-2(46.755621 GHz), 3-2(49.2032107 GHz), 1-0(51.8414084 GHz), 9-8(52.2260337 GHz), 8-8(59.3920171 GHz), 3-3(59.557896 GHz), 6-6(60.6138889 GHz), 8-8(64.5759957 GHz), 6-6(72.5157162 GHz), 5-5(73.3732123 GHz), 4-4(80.7231733 GHz), 2-1(82.093559 GHz), 8-7(83.9537799 GHz), 3-3(84.727696 GHz), 9-10(84.7452119 GHz), 5-5(87.4353146 GHz), 8-8(93.1475238 GHz), 7-7(93.1619991 GHz), 7-7(94.6139819 GHz), 5-4(95.2060198 GHz), 8-8(108.2268572 GHz), 6-6(115.2318829 GHz), 4-4(117.5306658 GHz), 3-2(117.546237 GHz), 5-5(117.550392 GHz), 7-7(117.6471172 GHz), 7-8(118.6731328 GHz), 6-5(124.1044786 GHz), 7-6(131.0426386 GHz), 8-8(149.1507618 GHz), 2-1(150.4365448 GHz), 7-7(150.5846164 GHz), 4-3(150.820665 GHz), 6-6(150.9546852 GHz), 5-5(151.3611005 GHz), 8-9(152.5642781 GHz), 3-2(155.5182951 GHz), 4-4(158.3153519 GHz), 9-8(162.0567654 GHz), 8-7(173.6160793 GHz), 5-4(177.395468 GHz), 6-6(177.754508 GHz), 4-3(183.623622 GHz), 8-8(184.276268 GHz), 5-4(184.329985 GHz), 7-7(184.745527 GHz), 6-6(185.047698 GHz), 9-10(186.4357863 GHz), 3-2(193.488758 GHz), 4-3(204.788926 GHz), 8-8(217.1155366 GHz), 6-5(217.822148 GHz), 9-9(218.057545 GHz), 5-4(218.1604423 GHz), 8-8(218.4488209 GHz), 7-7(218.732732 GHz), 8-7(229.604842 GHz), 8-8(232.19487 GHz), 6-6(232.3725041 GHz), 7-6(237.0023499 GHz), 4-4(240.4850883 GHz), 7-6(251.3143433 GHz), 6-5(251.5086912 GHz), 9-9(252.1359586 GHz), 8-8(252.4098254 GHz), 5-4(254.9876398 GHz), 3-2(261.8317973 GHz), 5-5(278.3588977 GHz), 4-3(282.3810856 GHz), 8-7(284.8052053 GHz), 6-5(284.9130055 GHz), 7-6(284.9993518 GHz), 9-9(286.0813962 GHz), 7-6(294.0355782 GHz), 5-4(300.1917052 GHz), 7-7(305.4230981 GHz), 4-3(306.5780522 GHz), 6-5(311.8520777 GHz), 6-5(312.7095738 GHz), 9-8(318.2943682 GHz), 8-7(318.4822636 GHz), 7-6(318.7902377 GHz), 10-10(319.7481633 GHz), 8-8(321.9536148 GHz), 5-4(338.2039881 GHz), 6-6(338.7022843 GHz), 4-3(349.0744868 GHz), 10-9(351.7815686 GHz), 9-8(351.965939 GHz), 8-7(352.1855135 GHz), 7-6(354.1429712 GHz), 5-5(356.3467859 GHz), 7-7(362.8457154 GHz), 11-10(385.2665728 GHz), 10-9(385.4483356 GHz), 9-8(385.6530768 GHz), 8-7(385.8771783 GHz), 7-6(399.2743721 GHz), 8-7(402.4076949 GHz), 5-4(415.7961666 GHz), 6-5(417.0908716 GHz), 8-7(417.3808229 GHz), 9-8(419.4343845 GHz), 5-4(423.1461277 GHz), 4-3(426.6666653 GHz), 6-5(429.8501951 GHz), 8-7(430.9936983 GHz), 8-8(441.6539002 GHz), 6-6(443.9410782 GHz), 7-6(449.263449 GHz), 6-6(451.2343266 GHz), 7-7(452.9773046 GHz), 5-4(453.2414789 GHz), 6-5(472.6606046 GHz), 8-8(474.4931556 GHz), 7-6(481.8115592 GHz), 6-5(517.6952592 GHz), 8-8(551.8758639 GHz), 6-5(553.8244769 GHz), 7-7(554.0629545 GHz), 8-7(554.9472358 GHz), 8-7(554.9617111 GHz), 8-8(565.621913 GHz), 7-6(566.4040702 GHz), 6-5(577.8993985 GHz), 7-6(587.0219712 GHz), 7-6(587.0503531 GHz), 8-7(590.1836759 GHz), 5-4(614.0500058 GHz), 7-6(620.3295393 GHz), 6-5(634.8358805 GHz), 8-7(643.2547973 GHz), 7-6(654.7926814 GHz), 8-8(655.1349275 GHz), 8-7(685.6125565 GHz), 8-7(721.2073657 GHz), 6-5(741.572076 GHz), 8-7(742.7232167 GHz), 8-7(755.6638516 GHz), 9-9(756.2749438 GHz), 8-7(767.2228101 GHz), 7-6(774.7979522 GHz), 9-8(822.1594866 GHz), 7-6(832.5906383 GHz), 9-8(856.5117231 GHz), 8-7(858.4154094 GHz), 7-6(923.024415 GHz), 8-7(978.5849847 GHz), 8-7(1010.9549503 GHz)
o-C3H2,/1-1(18.343143 GHz), 3-3(27.0843519 GHz), 5-5(42.1391932 GHz), 3-3(44.1047731 GHz), 5-5(46.6450472 GHz), 7-7(50.2627085 GHz), 5-6(50.2924968 GHz), 8-9(50.7914196 GHz), 9-8(51.3251229 GHz), 2-2(55.0277656 GHz), 6-5(57.6564895 GHz), 4-4(65.6746892 GHz), 5-4(66.6089243 GHz), 7-7(67.9325523 GHz), 7-7(76.4498436 GHz), 5-5(77.1000335 GHz), 8-7(79.0822492 GHz), 6-6(82.583434 GHz), 3-3(82.9662 GHz), 9-10(84.7423297 GHz), 6-7(84.7738291 GHz), 2-1(85.338893 GHz), 4-4(85.656431 GHz), 8-7(89.4193987 GHz), 6-6(90.3440789 GHz), 8-8(100.400778 GHz), 8-8(104.904155 GHz), 7-6(110.8957141 GHz), 7-7(112.4907593 GHz), 4-3(114.4283637 GHz), 5-5(116.7707793 GHz), 3-2(117.151191 GHz), 6-6(117.4571765 GHz), 4-4(117.731821 GHz), 8-8(118.382174 GHz), 7-8(118.6655931 GHz), 2-1(122.023482 GHz), 3-2(145.0895946 GHz), 8-8(150.0193753 GHz), 7-7(150.2834778 GHz), 4-3(150.851908 GHz), 9-8(150.9976903 GHz), 6-6(151.039173 GHz), 5-5(151.343873 GHz), 8-9(152.5648606 GHz), 3-3(154.1553163 GHz), 5-5(165.884284 GHz), 6-5(166.5564421 GHz), 7-6(178.5957565 GHz), 8-8(184.307984 GHz), 5-4(184.327934 GHz), 7-7(184.73813 GHz), 6-6(185.049024 GHz), 4-3(185.61751 GHz), 9-10(186.4357452 GHz), 7-7(194.645051 GHz), 8-7(205.7948013 GHz), 3-2(216.278756 GHz), 6-5(217.822148 GHz), 5-4(217.940046 GHz), 9-9(218.054783 GHz), 8-8(218.449439 GHz), 7-7(218.732732 GHz), 4-3(227.1691272 GHz), 7-7(230.6860201 GHz), 5-5(236.0100061 GHz), 6-5(237.3685714 GHz), 3-2(244.2221334 GHz), 5-4(249.054368 GHz), 7-6(251.3143365 GHz), 6-5(251.5273023 GHz), 9-9(252.1359178 GHz), 8-8(252.4098306 GHz), 5-4(260.479746 GHz), 4-3(265.759438 GHz), 4-4(269.0629001 GHz), 8-7(284.8052056 GHz), 7-6(284.9980002 GHz), 6-5(285.7956688 GHz), 9-9(286.0813959 GHz), 6-6(290.3846908 GHz), 8-7(305.5514682 GHz), 9-8(318.2943682 GHz), 8-7(318.4823526 GHz), 7-6(318.6969695 GHz), 10-10(319.7481633 GHz), 8-8(323.6870965 GHz), 6-5(326.152758 GHz), 7-7(330.7067894 GHz), 4-3(336.9485895 GHz), 5-5(345.2146858 GHz), 8-7(347.483805 GHz), 5-4(349.2639776 GHz), 7-6(351.5232708 GHz), 10-9(351.7815686 GHz), 9-8(351.9659336 GHz), 8-7(352.1936357 GHz), 4-3(354.2400917 GHz), 6-6(358.8404013 GHz), 7-6(359.0190682 GHz), 5-4(368.2936196 GHz), 8-8(368.802328 GHz), 7-6(373.6699511 GHz), 6-5(374.3576975 GHz), 11-10(385.2665728 GHz), 10-9(385.4483359 GHz), 9-8(385.6524532 GHz), 8-7(386.218136 GHz), 6-5(410.296084 GHz), 5-4(411.810838 GHz), 9-8(419.3992461 GHz), 8-7(423.746729 GHz), 7-7(447.5123522 GHz), 5-4(452.4426038 GHz), 8-8(452.7095107 GHz), 6-6(453.5453422 GHz), 7-7(457.4193415 GHz), 8-7(474.1963571 GHz), 7-6(485.7316202 GHz), 7-6(491.8652119 GHz), 6-5(493.5969243 GHz), 6-5(499.0803261 GHz), 5-4(500.5950784 GHz), 6-5(520.0236247 GHz), 8-7(524.3344209 GHz), 7-6(531.9465824 GHz), 8-8(552.7767285 GHz), 8-7(552.7887211 GHz), 7-7(553.7542764 GHz), 6-5(553.9103212 GHz), 7-7(565.707613 GHz), 5-4(571.6818305 GHz), 7-6(581.4712066 GHz), 7-6(620.0195931 GHz), 8-7(642.5296817 GHz), 8-7(654.6196687 GHz), 7-6(654.7851352 GHz), 8-8(655.1671838 GHz), 7-6(658.6591345 GHz), 8-7(679.5012732 GHz), 8-7(686.520966 GHz), 6-5(692.9511389 GHz), 7-6(699.6664674 GHz), 8-7(721.2397058 GHz), 8-7(755.6644344 GHz), 9-9(756.2720616 GHz), 6-5(761.7115766 GHz), 7-6(800.4429047 GHz), 9-8(822.1565992 GHz), 9-8(856.511682 GHz), 8-7(859.9245848 GHz), 8-7(905.3039187 GHz), 7-6(917.5593722 GHz), 7-6(927.1554568 GHz), 8-7(989.6412616 GHz), 8-7(1089.9917647 GHz)
CH-nohfs,/(1.5,1)-(1.5,-1)(0.713232975 GHz), (0.5,-1)-(0.5,1)(3.3161551333 GHz), (2.5,1)-(2.5,-1)(4.858913725 GHz), (1.5,-1)-(1.5,1)(7.336811 GHz), (3.5,1)-(3.5,-1)(11.2759823 GHz), (6.5,-1)-(7.5,-1)(11.7536053667 GHz), (6.5,-1)-(5.5,-1)(13.6983047 GHz), (2.5,-1)-(2.5,1)(14.76781655 GHz), (4.5,1)-(4.5,-1)(19.94409595 GHz), (3.5,-1)-(3.5,1)(24.431595025 GHz), (5.5,1)-(5.5,-1)(30.823326 GHz), (4.5,-1)-(4.5,1)(36.29634825 GHz), (7.5,-1)-(8.5,-1)(37.0347468 GHz), (5.5,-1)-(4.5,-1)(40.4987580333 GHz), (6.5,1)-(6.5,-1)(43.86181665 GHz), (5.5,-1)-(5.5,1)(50.310505575 GHz), (7.5,1)-(7.5,-1)(58.997352625 GHz), (6.5,-1)-(6.5,1)(66.41078885 GHz), (4.5,-1)-(3.5,-1)(71.0617449333 GHz), (7.5,-1)-(7.5,1)(84.52400105 GHz), (5.5,1)-(4.5,1)(107.6256639333 GHz), (6.5,1)-(5.5,1)(107.8778087667 GHz), (3.5,-1)-(2.5,-1)(111.1170055667 GHz), (7.5,1)-(6.5,1)(113.6616732333 GHz), (4.5,1)-(3.5,1)(115.4447270667 GHz), (3.5,1)-(2.5,1)(137.1681856667 GHz), (2.5,-1)-(1.5,-1)(178.9038362 GHz), (2.5,1)-(1.5,1)(191.1071451333 GHz), (1.5,-1)-(0.5,-1)(532.7462505667 GHz), (1.5,1)-(0.5,1)(536.7794906 GHz), (1.5,1)-(1.5,-1)(1470.715746125 GHz), (1.5,-1)-(1.5,1)(1477.3393241 GHz), (2.5,-1)-(1.5,-1)(1656.9682456 GHz), (2.5,1)-(1.5,1)(1661.1214932 GHz), (1.5,1)-(0.5,1)(2006.7701688333 GHz), (1.5,-1)-(0.5,-1)(2010.7869895667 GHz), (2.5,1)-(2.5,-1)(2399.63234425 GHz), (2.5,-1)-(2.5,1)(2409.541247675 GHz), (3.5,-1)-(2.5,-1)(2525.5294820333 GHz), (3.5,1)-(2.5,1)(2531.9540578333 GHz), (2.5,1)-(1.5,1)(2585.8681950667 GHz), (2.5,-1)-(1.5,-1)(2593.2915547667 GHz), (3.5,1)-(3.5,-1)(3281.29198485 GHz), (3.5,-1)-(3.5,1)(3294.447568475 GHz), (4.5,-1)-(3.5,-1)(3376.7979433667 GHz), (4.5,1)-(3.5,1)(3385.4734018667 GHz), (3.5,1)-(2.5,1)(3407.1716032667 GHz), (3.5,-1)-(2.5,-1)(3416.8279668667 GHz), (2.5,1)-(1.5,1)(4055.8824821 GHz), (2.5,-1)-(1.5,-1)(4071.3559641667 GHz), (4.5,1)-(4.5,-1)(4142.986320825 GHz), (4.5,-1)-(4.5,1)(4159.33857315 GHz), (5.5,-1)-(4.5,-1)(4219.7941209667 GHz), (5.5,1)-(4.5,1)(4230.6805985 GHz), (4.5,1)-(3.5,1)(4238.4742423 GHz), (4.5,-1)-(3.5,-1)(4250.3317051333 GHz), (5.5,1)-(5.5,-1)(4991.92261485 GHz), (5.5,-1)-(5.5,1)(5011.40978695 GHz), (6.5,-1)-(5.5,-1)(5055.9441500667 GHz), (5.5,1)-(4.5,1)(5068.712198 GHz), (6.5,1)-(5.5,1)(5068.9898523667 GHz), (5.5,-1)-(4.5,-1)(5082.7191386333 GHz), (3.5,1)-(2.5,1)(5801.9574335333 GHz), (6.5,1)-(6.5,-1)(5830.426785625 GHz), (3.5,-1)-(2.5,-1)(5831.2405711 GHz), (6.5,-1)-(6.5,1)(5852.975756475 GHz), (7.5,-1)-(6.5,-1)(5885.0967301 GHz), (6.5,1)-(5.5,1)(5894.4299869333 GHz), (7.5,1)-(6.5,1)(5900.2394166667 GHz), (6.5,-1)-(5.5,-1)(5910.5231319 GHz), (7.5,1)-(7.5,-1)(6659.12241725 GHz), (7.5,-1)-(7.5,1)(6684.64906755 GHz), (8.5,-1)-(7.5,-1)(6706.6244386333 GHz), (7.5,1)-(6.5,1)(6713.7739382333 GHz), (7.5,-1)-(6.5,-1)(6731.8800458667 GHz), (4.5,1)-(3.5,1)(7508.5028717667 GHz), (4.5,-1)-(3.5,-1)(7556.0679185333 GHz), (5.5,1)-(4.5,1)(9191.7671325333 GHz), (5.5,-1)-(4.5,-1)(9262.0145015667 GHz), (6.5,1)-(5.5,1)(10855.5420305 GHz), (6.5,-1)-(5.5,-1)(10952.7689773 GHz), (7.5,1)-(6.5,1)(12500.3516816667 GHz), (7.5,-1)-(6.5,-1)(12628.7303813 GHz)
CH-H,/0.5-0.5(3.26379 GHz), 0.5-0.5(3.34919 GHz), 0.5-0.5(3.33548 GHz), 1.5-0.5(532.79327 GHz), 1.5-0.5(532.72159 GHz), 1.5-0.5(532.72389 GHz), 1.5-0.5(536.76105 GHz), 1.5-1.5(0.70398 GHz), 1.5-1.5(0.70168 GHz), 1.5-0.5(536.79557 GHz), 1.5-0.5(536.78186 GHz), 1.5-1.5(0.72479 GHz), 1.5-1.5(0.72249 GHz), 1.5-0.5(2006.76258 GHz), 1.5-0.5(2006.74886 GHz), 1.5-1.5(1470.6918 GHz), 1.5-1.5(1470.6895 GHz), 1.5-0.5(2006.79906 GHz), 1.5-1.5(1470.742 GHz), 1.5-1.5(1470.7397 GHz), 1.5-0.5(2010.81046 GHz), 1.5-0.5(2010.73859 GHz), 1.5-1.5(1477.31302 GHz), 1.5-1.5(1477.29221 GHz), 1.5-1.5(7.3252 GHz), 1.5-1.5(7.275 GHz), 1.5-0.5(2010.81192 GHz), 1.5-1.5(1477.38644 GHz), 1.5-1.5(1477.36563 GHz), 1.5-1.5(7.39862 GHz), 1.5-1.5(7.34842 GHz), 2.5-1.5(1656.96128 GHz), 2.5-1.5(178.87317 GHz), 2.5-1.5(1656.97288 GHz), 2.5-1.5(1656.97058 GHz), 2.5-1.5(178.95588 GHz), 2.5-1.5(178.88246 GHz), 2.5-1.5(1661.10737 GHz), 2.5-1.5(191.06936 GHz), 2.5-2.5(4.84777 GHz), 2.5-2.5(4.83848 GHz), 2.5-1.5(1661.13896 GHz), 2.5-1.5(1661.11815 GHz), 2.5-1.5(191.15114 GHz), 2.5-1.5(191.10094 GHz), 2.5-2.5(4.87935 GHz), 2.5-2.5(4.87006 GHz), 2.5-1.5(4055.87506 GHz), 2.5-1.5(4055.85425 GHz), 2.5-1.5(2585.88732 GHz), 2.5-1.5(2585.83705 GHz), 2.5-2.5(2399.61546 GHz), 2.5-2.5(2399.60616 GHz), 2.5-1.5(4055.91813 GHz), 2.5-1.5(2585.88022 GHz), 2.5-2.5(2399.65852 GHz), 2.5-2.5(2399.64923 GHz), 2.5-1.5(4071.33571 GHz), 2.5-1.5(4071.33341 GHz), 2.5-1.5(2593.31871 GHz), 2.5-1.5(2593.24529 GHz), 2.5-2.5(2409.52436 GHz), 2.5-2.5(2409.49277 GHz), 2.5-2.5(14.75667 GHz), 2.5-2.5(14.7136 GHz), 2.5-1.5(4071.39877 GHz), 2.5-1.5(2593.31066 GHz), 2.5-2.5(2409.58972 GHz), 2.5-2.5(2409.55814 GHz), 2.5-2.5(14.82203 GHz), 2.5-2.5(14.77896 GHz), 3.5-2.5(2525.52295 GHz), 3.5-2.5(111.08564 GHz), 3.5-2.5(2525.5375 GHz), 3.5-2.5(2525.528 GHz), 3.5-2.5(111.16537 GHz), 3.5-2.5(111.10001 GHz), 3.5-2.5(2531.94035 GHz), 3.5-2.5(137.12959 GHz), 3.5-3.5(11.26499 GHz), 3.5-3.5(11.25062 GHz), 3.5-2.5(2531.9767 GHz), 3.5-2.5(2531.94512 GHz), 3.5-2.5(137.20901 GHz), 3.5-2.5(137.16595 GHz), 3.5-3.5(11.30134 GHz), 3.5-3.5(11.28698 GHz), 3.5-2.5(5801.95483 GHz), 3.5-2.5(5801.92324 GHz), 3.5-2.5(3407.18719 GHz), 3.5-2.5(3407.14407 GHz), 3.5-3.5(3281.27946 GHz), 3.5-3.5(3281.2651 GHz), 3.5-2.5(5801.99423 GHz), 3.5-2.5(3407.18355 GHz), 3.5-3.5(3281.31887 GHz), 3.5-3.5(3281.30451 GHz), 3.5-2.5(5831.22322 GHz), 3.5-2.5(5831.21393 GHz), 3.5-2.5(3416.8511 GHz), 3.5-2.5(3416.78573 GHz), 3.5-3.5(3294.4351 GHz), 3.5-3.5(3294.39875 GHz), 3.5-3.5(24.42063 GHz), 3.5-3.5(24.38122 GHz), 3.5-2.5(5831.28456 GHz), 3.5-2.5(3416.84707 GHz), 3.5-3.5(3294.49633 GHz), 3.5-3.5(3294.46009 GHz), 3.5-3.5(24.48197 GHz), 3.5-3.5(24.44256 GHz), 4.5-3.5(3376.79123 GHz), 4.5-3.5(71.02979 GHz), 4.5-3.5(3376.80848 GHz), 4.5-3.5(3376.79412 GHz), 4.5-3.5(71.10839 GHz), 4.5-3.5(71.04705 GHz), 4.5-3.5(3385.45951 GHz), 4.5-3.5(115.40555 GHz), 4.5-4.5(19.93319 GHz), 4.5-4.5(19.91594 GHz), 4.5-3.5(3385.4985 GHz), 4.5-3.5(3385.4622 GHz), 4.5-3.5(115.48402 GHz), 4.5-3.5(115.44461 GHz), 4.5-4.5(19.97225 GHz), 4.5-4.5(19.955 GHz)
CH-H2,/0.5-0.5(3.26379 GHz), 0.5-0.5(3.34919 GHz), 0.5-0.5(3.33548 GHz), 1.5-0.5(532.79327 GHz), 1.5-0.5(532.72159 GHz), 1.5-0.5(532.72389 GHz), 1.5-0.5(536.76105 GHz), 1.5-1.5(0.70398 GHz), 1.5-1.5(0.70168 GHz), 1.5-0.5(536.79557 GHz), 1.5-0.5(536.78186 GHz), 1.5-1.5(0.72479 GHz), 1.5-1.5(0.72249 GHz), 1.5-0.5(2006.76258 GHz), 1.5-0.5(2006.74886 GHz), 1.5-1.5(1470.6918 GHz), 1.5-1.5(1470.6895 GHz), 1.5-0.5(2006.79906 GHz), 1.5-1.5(1470.742 GHz), 1.5-1.5(1470.7397 GHz), 1.5-0.5(2010.81046 GHz), 1.5-0.5(2010.73859 GHz), 1.5-1.5(1477.31302 GHz), 1.5-1.5(1477.29221 GHz), 1.5-1.5(7.3252 GHz), 1.5-1.5(7.275 GHz), 1.5-0.5(2010.81192 GHz), 1.5-1.5(1477.38644 GHz), 1.5-1.5(1477.36563 GHz), 1.5-1.5(7.39862 GHz), 1.5-1.5(7.34842 GHz), 2.5-1.5(1656.96128 GHz), 2.5-1.5(178.87317 GHz), 2.5-1.5(1656.97288 GHz), 2.5-1.5(1656.97058 GHz), 2.5-1.5(178.95588 GHz), 2.5-1.5(178.88246 GHz), 2.5-1.5(1661.10737 GHz), 2.5-1.5(191.06936 GHz), 2.5-2.5(4.84777 GHz), 2.5-2.5(4.83848 GHz), 2.5-1.5(1661.13896 GHz), 2.5-1.5(1661.11815 GHz), 2.5-1.5(191.15114 GHz), 2.5-1.5(191.10094 GHz), 2.5-2.5(4.87935 GHz), 2.5-2.5(4.87006 GHz), 2.5-1.5(4055.87506 GHz), 2.5-1.5(4055.85425 GHz), 2.5-1.5(2585.88732 GHz), 2.5-1.5(2585.83705 GHz), 2.5-2.5(2399.61546 GHz), 2.5-2.5(2399.60616 GHz), 2.5-1.5(4055.91813 GHz), 2.5-1.5(2585.88022 GHz), 2.5-2.5(2399.65852 GHz), 2.5-2.5(2399.64923 GHz), 2.5-1.5(4071.33571 GHz), 2.5-1.5(4071.33341 GHz), 2.5-1.5(2593.31871 GHz), 2.5-1.5(2593.24529 GHz), 2.5-2.5(2409.52436 GHz), 2.5-2.5(2409.49277 GHz), 2.5-2.5(14.75667 GHz), 2.5-2.5(14.7136 GHz), 2.5-1.5(4071.39877 GHz), 2.5-1.5(2593.31066 GHz), 2.5-2.5(2409.58972 GHz), 2.5-2.5(2409.55814 GHz), 2.5-2.5(14.82203 GHz), 2.5-2.5(14.77896 GHz), 3.5-2.5(2525.52295 GHz), 3.5-2.5(111.08564 GHz), 3.5-2.5(2525.5375 GHz), 3.5-2.5(2525.528 GHz), 3.5-2.5(111.16537 GHz), 3.5-2.5(111.10001 GHz), 3.5-2.5(2531.94035 GHz), 3.5-2.5(137.12959 GHz), 3.5-3.5(11.26499 GHz), 3.5-3.5(11.25062 GHz), 3.5-2.5(2531.9767 GHz), 3.5-2.5(2531.94512 GHz), 3.5-2.5(137.20901 GHz), 3.5-2.5(137.16595 GHz), 3.5-3.5(11.30134 GHz), 3.5-3.5(11.28698 GHz), 3.5-2.5(5801.95483 GHz), 3.5-2.5(5801.92324 GHz), 3.5-2.5(3407.18719 GHz), 3.5-2.5(3407.14407 GHz), 3.5-3.5(3281.27946 GHz), 3.5-3.5(3281.2651 GHz), 3.5-2.5(5801.99423 GHz), 3.5-2.5(3407.18355 GHz), 3.5-3.5(3281.31887 GHz), 3.5-3.5(3281.30451 GHz), 3.5-2.5(5831.22322 GHz), 3.5-2.5(5831.21393 GHz), 3.5-2.5(3416.8511 GHz), 3.5-2.5(3416.78573 GHz), 3.5-3.5(3294.4351 GHz), 3.5-3.5(3294.39875 GHz), 3.5-3.5(24.42063 GHz), 3.5-3.5(24.38122 GHz), 3.5-2.5(5831.28456 GHz), 3.5-2.5(3416.84707 GHz), 3.5-3.5(3294.49633 GHz), 3.5-3.5(3294.46009 GHz), 3.5-3.5(24.48197 GHz), 3.5-3.5(24.44256 GHz), 4.5-3.5(3376.79123 GHz), 4.5-3.5(71.02979 GHz), 4.5-3.5(3376.80848 GHz), 4.5-3.5(3376.79412 GHz), 4.5-3.5(71.10839 GHz), 4.5-3.5(71.04705 GHz), 4.5-3.5(3385.45951 GHz), 4.5-3.5(115.40555 GHz), 4.5-4.5(19.93319 GHz), 4.5-4.5(19.91594 GHz), 4.5-3.5(3385.4985 GHz), 4.5-3.5(3385.4622 GHz), 4.5-3.5(115.48402 GHz), 4.5-3.5(115.44461 GHz), 4.5-4.5(19.97225 GHz), 4.5-4.5(19.955 GHz)
