Elemental abundances, C:   2.60000E-004 O:   4.60000E-004 N:   6.10000E-005 S:   1.31800E-005
 Radfield    1.0000000000000000       Zeta    1.0000000000000000     
Time,Density,gasTemp,av,point,H      ,#H     ,H+     ,H2     ,#H2    ,H2+    ,H3+    ,HE     ,HE+    ,HEH+   ,C      ,#C     ,C+     ,CH     ,CH+    ,#CH    ,CH2    ,CH2+   ,#CH2   ,N      ,N+     ,#N     ,CH3    ,CH3+   ,#CH3   ,NH     ,NH+    ,#NH    ,#CH4   ,CH4    ,CH4+   ,NH2    ,NH2+   ,#NH2   ,O      ,#O     ,O+     ,#NH3   ,CH5+   ,NH3    ,NH3+   ,OH     ,OH+    ,#OH    ,#H2O   ,H2O    ,H2O+   ,NH4+   ,H3O+   ,C2     ,C2+    ,MG     ,MG+    ,#C2    ,#MG    ,C2H    ,C2H+   ,#C2H   ,#C2H2  ,C2H2   ,C2H2+  ,CN     ,CN+    ,#HCN   ,#HNC   ,C2H3   ,HCN    ,HCN+   ,HNC    ,#C2H3  ,#CO    ,#N2    ,CO     ,CO+    ,H2CN   ,HCNH+  ,N2     ,N2+    ,SI     ,SI+    ,#H2CN  ,#C2H4  ,C2H4   ,HCO    ,HCO+   ,#HCO   ,HOC+   ,N2H+   ,SIH    ,SIH+   ,C2H5   ,#C2H5  ,#NO    ,#H2CO  ,H2CO   ,H2CO+  ,NO     ,NO+    ,SIH2   ,SIH2+  ,H3CO   ,H3CO+  ,#H3CO  ,HNO    ,HNO+   ,SIH3   ,SIH3+  ,#HNO   ,CH2OH  ,#CH2OH ,#O2    ,#CH3OH ,#SIH4  ,CH3OH  ,H2NO+  ,O2     ,O2+    ,S      ,S+     ,SIH4   ,SIH4+  ,CH3OH2+,HS     ,HS+    ,O2H    ,O2H+   ,SIH5+  ,#O2H   ,#HS    ,#H2S   ,H2S    ,H2S+   ,CL     ,CL+    ,H3S+   ,#HCL   ,C3+    ,HCL    ,HCL+   ,H2CL+  ,C2N    ,C2N+   ,C3H2   ,#C3H2  ,C2NH+  ,#CH3CCH,CH3CCH ,SIC    ,SIC+   ,#SIC   ,#CH3CN ,C3H5+  ,CH3CN  ,#CH2CO ,#CH3CNH,CH2CO  ,CH3CNH ,CH3CNH+,OCN    ,#HNCO  ,HNCO   ,#SIO   ,#CS    ,#CO2   ,CO2    ,CS     ,CS+    ,SIO    ,SIO+   ,CH3CHO ,#CH3CHO,HCO2+  ,HCS    ,HCS+   ,SIOH+  ,NH2CHO ,#NH2CHO,HCOO   ,#HCOO  ,#H2CS  ,#NO2   ,#NS    ,#H2SIO ,H2CS   ,H2CS+  ,H2SIO  ,NO2    ,NS     ,NS+    ,HCOOH  ,#HCOOH ,H3CS+  ,HNS+   ,#SO    ,SO     ,SO+    ,C4H    ,HSO+   ,#C4H   ,C3N    ,#HC3N  ,HC3N   ,C2N2+  ,NCCN   ,SIC2   ,SIC2+  ,#NCCN  ,#SIC2  ,#SIS   ,#OCS   ,OCS    ,OCS+   ,SIS    ,SIS+   ,HOCS+  ,HSIS+  ,C4N    ,C4N+   ,#C4N   ,#SIC3  ,SIC3+  ,SIC3   ,#SO2   ,S2     ,S2+    ,SO2+   ,SO2    ,HS2    ,HS2+   ,HSO2+  ,H2S2+  ,H2S2   ,#H2S2  ,E-     
  1.000E-07, 1.0000E+04,   10.00, 2.9644E+00,   1,    5.00000E-01,    3.01810E-13,    1.78904E-17,    2.50000E-01,    1.00000E-30,    9.47987E-18,    7.78869E-23,    1.00000E-01,    3.69720E-18,    1.94716E-24,    1.00442E-10,    8.02352E-16,    2.60000E-04,    1.82622E-20,    6.98354E-17,    2.93201E-24,    7.94397E-24,    3.42767E-15,    4.89656E-27,    6.10000E-05,    1.07175E-20,    9.84078E-18,    6.94257E-29,    2.16629E-20,    1.00000E-30,    2.03864E-27,    1.73683E-26,    3.74054E-26,    1.03548E-28,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    4.60000E-04,    6.94163E-17,    1.02332E-19,    1.00000E-30,    6.41468E-30,    1.00000E-30,    1.00000E-30,    2.62033E-17,    7.90551E-25,    2.65358E-25,    1.00000E-30,    6.90067E-27,    2.29650E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.04371E-28,    3.98100E-05,    3.70640E-13,    1.00000E-30,    4.90513E-18,    1.00000E-30,    6.53519E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.20422E-29,    1.37053E-24,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    7.26797E-25,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    8.80128E-28,    2.26460E-23,    1.00000E-30,    1.72293E-30,    1.00000E-30,    1.00000E-30,    3.95159E-16,    1.00000E-07,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.86844E-23,    1.00000E-30,    6.64652E-29,    1.00000E-30,    8.41713E-27,    2.97599E-20,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    4.19955E-30,    7.52903E-28,    1.00000E-30,    1.00000E-30,    2.36997E-21,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    2.02024E-19,    1.00000E-30,    1.00000E-30,    1.52381E-24,    1.00000E-30,    9.29608E-15,    1.31800E-05,    1.00000E-30,    1.00000E-30,    1.00000E-30,    7.30101E-24,    3.25266E-24,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    2.49071E-17,    1.41914E-26,    2.05572E-18,    1.01945E-16,    3.16198E-07,    1.00000E-30,    5.71360E-19,    1.00000E-30,    6.65976E-24,    2.49795E-12,    1.28269E-17,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    8.65398E-30,    1.00000E-30,    1.46573E-23,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    2.93784E-29,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.56523E-27,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    2.28630E-26,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    2.73596E-04
  1.000E-06, 1.0000E+04,   10.00, 2.9644E+00,   1,    5.00000E-01,    2.78244E-12,    1.78908E-16,    2.50000E-01,    1.00000E-30,    9.47869E-17,    7.78797E-21,    1.00000E-01,    3.69720E-17,    1.94684E-22,    1.04425E-10,    7.40146E-15,    2.60000E-04,    1.82489E-18,    6.98298E-16,    2.49355E-21,    1.07269E-22,    3.42682E-14,    4.64232E-25,    6.10000E-05,    1.07175E-19,    9.07783E-17,    6.93998E-26,    2.16581E-18,    1.00000E-30,    3.16500E-24,    1.73662E-24,    3.18116E-23,    9.82452E-27,    5.48658E-28,    1.03761E-30,    1.58442E-30,    5.94797E-29,    7.72899E-30,    4.60000E-04,    6.40345E-16,    1.02323E-18,    2.29880E-30,    6.41203E-27,    1.21743E-30,    1.00020E-30,    2.62033E-16,    7.90445E-23,    2.25674E-22,    5.02389E-29,    6.90069E-25,    2.29564E-27,    1.00000E-30,    1.02887E-30,    1.16945E-30,    1.04035E-25,    3.98100E-05,    3.65389E-12,    1.00000E-30,    4.52484E-17,    1.13820E-30,    6.73151E-28,    1.00000E-30,    1.00000E-30,    1.13817E-30,    1.02105E-30,    5.66941E-27,    1.48544E-23,    1.00000E-30,    1.00000E-30,    1.13816E-30,    1.42660E-28,    7.26640E-23,    1.19042E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.62726E-25,    2.83267E-22,    1.13815E-30,    1.72220E-27,    1.13918E-30,    1.09833E-30,    3.95159E-15,    1.00000E-07,    1.00000E-30,    1.00000E-30,    1.13816E-30,    2.43284E-29,    1.86805E-21,    1.00000E-30,    7.76799E-27,    1.00000E-30,    8.41653E-25,    2.97546E-19,    1.13816E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.13942E-30,    4.19752E-27,    7.52905E-26,    1.59054E-30,    1.71452E-30,    2.36972E-20,    1.13816E-30,    1.00000E-30,    1.00000E-30,    1.13822E-30,    1.00000E-30,    1.22750E-30,    1.14720E-29,    1.00000E-30,    1.13816E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.86361E-18,    1.13818E-30,    1.00000E-30,    1.56742E-23,    3.71678E-30,    9.29608E-14,    1.31800E-05,    1.56626E-19,    1.00000E-30,    1.00000E-30,    7.30063E-22,    3.25238E-22,    1.13816E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.91155E-30,    2.29761E-16,    1.93101E-17,    2.05555E-17,    2.08399E-15,    3.16175E-07,    1.03086E-30,    5.27063E-18,    1.00000E-30,    4.49624E-19,    2.49763E-11,    1.28252E-15,    1.00026E-30,    1.00000E-30,    1.13816E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.13822E-30,    1.13829E-30,    6.72910E-29,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.13859E-30,    1.00000E-30,    1.00000E-30,    1.13816E-30,    1.13816E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.13816E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.13820E-30,    1.10702E-28,    8.62726E-27,    5.32427E-30,    1.46586E-22,    1.13816E-30,    1.00000E-30,    1.00000E-30,    1.00011E-30,    4.03550E-24,    2.93774E-27,    1.13816E-30,    1.00000E-30,    1.13816E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.13829E-30,    1.00000E-30,    1.13822E-30,    1.13816E-30,    1.60693E-30,    1.56511E-25,    1.13816E-30,    1.00000E-30,    1.00027E-30,    1.00000E-30,    1.00000E-30,    8.00547E-30,    2.28621E-24,    1.13816E-30,    1.00000E-30,    1.00000E-30,    1.00006E-30,    1.00000E-30,    1.13816E-30,    1.00000E-30,    1.13816E-30,    1.13822E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.13825E-30,    1.00050E-30,    1.13822E-30,    1.00014E-30,    1.00000E-30,    1.00000E-30,    1.13816E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.13816E-30,    1.00000E-30,    1.48185E-30,    8.62225E-26,    1.00000E-30,    1.13825E-30,    1.00006E-30,    2.76208E-26,    1.00000E-30,    1.00000E-30,    1.13816E-30,    1.00000E-30,    2.73596E-04
  1.000E-05, 1.0000E+04,   10.00, 2.9644E+00,   1,    5.00000E-01,    2.74356E-11,    1.78952E-15,    2.50000E-01,    1.00000E-30,    9.46694E-16,    7.78082E-19,    1.00000E-01,    3.69720E-16,    1.94366E-20,    1.44255E-10,    7.29858E-14,    2.60000E-04,    1.82576E-16,    6.97744E-15,    2.40492E-18,    2.74223E-20,    3.41835E-13,    9.50609E-23,    6.10000E-05,    1.07175E-18,    8.95164E-16,    6.92830E-23,    2.16096E-16,    1.89589E-27,    3.16510E-21,    1.73446E-22,    3.06809E-20,    9.94157E-25,    6.05298E-26,    3.80000E-28,    4.32693E-26,    5.84719E-26,    6.47269E-25,    4.60000E-04,    6.31444E-15,    1.02233E-17,    1.55093E-28,    6.39871E-24,    1.04301E-29,    4.11665E-30,    2.62035E-15,    7.89765E-21,    2.17652E-19,    4.65414E-24,    6.92513E-23,    2.29278E-24,    1.00000E-30,    2.91283E-28,    4.49484E-29,    1.03991E-22,    3.98100E-05,    3.64864E-11,    1.00000E-30,    4.46213E-16,    1.29209E-30,    1.09545E-25,    1.00000E-30,    1.00000E-30,    1.28717E-30,    4.69162E-29,    5.04661E-24,    2.63295E-22,    1.34856E-30,    1.00000E-30,    1.28704E-30,    1.41731E-25,    7.25072E-21,    3.53556E-28,    1.00000E-30,    1.46521E-30,    1.00000E-30,    1.44665E-22,    8.50633E-21,    1.33099E-30,    1.71850E-24,    8.39663E-30,    2.84576E-29,    3.95159E-14,    1.00000E-07,    1.00000E-30,    1.00000E-30,    1.28711E-30,    2.47635E-26,    1.86414E-19,    1.00000E-30,    1.89634E-24,    1.01069E-30,    8.41057E-23,    2.97018E-18,    1.28711E-30,    1.00000E-30,    1.00000E-30,    1.26491E-29,    6.55602E-30,    4.18587E-24,    7.52913E-24,    4.78520E-28,    9.70587E-29,    2.36719E-19,    1.28711E-30,    1.00252E-30,    1.00000E-30,    1.28870E-30,    1.01263E-30,    3.15053E-29,    1.05699E-27,    1.00000E-30,    1.28710E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.83777E-17,    1.28727E-30,    1.00000E-30,    2.00356E-22,    2.71744E-27,    9.29608E-13,    1.31800E-05,    1.82467E-18,    1.00000E-30,    1.00000E-30,    7.29675E-20,    3.24960E-20,    1.28711E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.04253E-28,    2.26575E-15,    2.24958E-16,    2.05395E-16,    1.27261E-13,    3.15950E-07,    3.22613E-29,    5.19752E-17,    1.00000E-30,    1.18111E-17,    2.49453E-10,    1.28075E-13,    1.00281E-30,    1.00033E-30,    1.28711E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.28781E-30,    1.28849E-30,    6.63573E-26,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.29182E-30,    1.00000E-30,    1.00000E-30,    1.28711E-30,    1.28711E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.28711E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.28800E-30,    1.74159E-25,    8.62503E-24,    4.90334E-28,    1.46713E-21,    1.28711E-30,    1.00000E-30,    1.00000E-30,    1.00117E-30,    5.40548E-22,    2.93680E-25,    1.28711E-30,    1.00000E-30,    1.28711E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.28974E-30,    1.00466E-30,    1.29374E-30,    1.28711E-30,    4.70200E-28,    1.56401E-23,    1.28711E-30,    1.00000E-30,    1.66070E-30,    1.00000E-30,    1.00000E-30,    6.87222E-27,    2.28537E-22,    1.28711E-30,    1.00000E-30,    1.00000E-30,    1.00070E-30,    1.00000E-30,    1.28710E-30,    1.00000E-30,    1.28711E-30,    1.28780E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.28804E-30,    2.14181E-30,    1.28778E-30,    1.48613E-30,    1.00000E-30,    1.00000E-30,    1.28711E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.28710E-30,    1.00000E-30,    7.67552E-28,    1.15642E-23,    1.00000E-30,    1.28803E-30,    1.00070E-30,    3.70397E-24,    1.00000E-30,    1.00000E-30,    1.28713E-30,    1.00000E-30,    2.73596E-04
  1.000E-04, 1.0000E+04,   10.00, 2.9644E+00,   1,    5.00000E-01,    2.73323E-10,    1.79381E-14,    2.50000E-01,    1.00000E-30,    9.35049E-15,    7.70961E-17,    1.00000E-01,    3.69720E-15,    1.91220E-18,    5.42594E-10,    7.25535E-13,    2.60000E-04,    1.83590E-14,    6.92236E-14,    2.37792E-15,    2.65223E-17,    3.33516E-12,    4.82634E-18,    6.10000E-05,    1.07174E-17,    8.89836E-15,    6.87440E-20,    2.11321E-14,    7.12130E-21,    3.15550E-18,    1.71302E-20,    3.03359E-17,    1.23768E-22,    8.69844E-24,    3.70174E-24,    4.28888E-21,    5.78174E-23,    6.36942E-20,    4.60000E-04,    6.27705E-14,    1.01335E-16,    9.84886E-23,    6.26890E-21,    3.44819E-24,    3.08222E-26,    2.62219E-14,    7.82993E-19,    2.15209E-16,    4.58704E-19,    3.12041E-20,    2.26494E-21,    1.00716E-30,    2.86387E-24,    7.67815E-25,    1.03823E-19,    3.98096E-05,    3.64810E-10,    5.54827E-29,    4.45171E-15,    5.32780E-28,    2.76970E-22,    1.00000E-30,    1.00000E-30,    1.92545E-30,    6.79606E-25,    4.95984E-21,    1.39672E-20,    4.79486E-28,    1.00000E-30,    1.43729E-30,    1.42560E-22,    7.09613E-19,    3.44894E-24,    1.00000E-30,    4.27349E-28,    1.00000E-30,    1.41379E-19,    6.45605E-19,    4.38067E-28,    1.68245E-21,    7.04531E-26,    2.00126E-26,    3.95153E-13,    9.99996E-08,    1.00000E-30,    1.00000E-30,    1.43800E-30,    4.24474E-23,    1.82564E-17,    9.96084E-30,    1.29072E-21,    8.33170E-29,    8.35110E-21,    2.91804E-17,    1.43799E-30,    1.00000E-30,    1.00000E-30,    1.16026E-26,    4.72589E-26,    4.07235E-21,    7.53838E-22,    4.61824E-25,    1.02508E-26,    2.34215E-18,    1.69099E-30,    9.99062E-29,    9.03018E-30,    8.80356E-28,    1.38339E-28,    3.18572E-27,    1.03926E-25,    1.00000E-30,    1.43775E-30,    1.00000E-30,    1.09070E-30,    1.00000E-30,    1.83335E-16,    1.44041E-30,    1.00000E-30,    6.36648E-21,    2.68816E-24,    9.29606E-12,    1.31800E-05,    1.86889E-17,    1.00000E-30,    1.00000E-30,    7.25799E-18,    3.22186E-18,    1.43799E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.03113E-26,    2.26029E-14,    2.30404E-15,    2.03798E-15,    1.18814E-11,    3.13712E-07,    3.07493E-26,    5.18469E-16,    1.00000E-30,    6.63497E-15,    2.46371E-09,    1.26319E-11,    1.02827E-30,    1.08290E-28,    1.43800E-30,    1.00000E-30,    1.02262E-30,    1.00000E-30,    1.44507E-30,    1.45529E-30,    6.64493E-23,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.48426E-30,    1.00000E-30,    1.00000E-30,    1.43800E-30,    1.43800E-30,    1.00000E-30,    2.85577E-30,    1.00000E-30,    1.43785E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    8.44711E-30,    1.83391E-22,    8.62998E-21,    1.15036E-25,    1.47969E-20,    1.43800E-30,    1.00000E-30,    1.00000E-30,    1.36933E-30,    5.55702E-20,    2.92727E-23,    1.43800E-30,    1.00000E-30,    1.43800E-30,    1.00000E-30,    2.95112E-29,    1.00000E-30,    1.63033E-30,    1.19628E-29,    4.80524E-30,    7.20945E-29,    2.11624E-30,    1.43800E-30,    4.67034E-25,    1.55389E-21,    1.43800E-30,    1.00000E-30,    6.72964E-28,    1.00000E-30,    1.20496E-29,    6.84345E-24,    2.27748E-20,    1.43800E-30,    1.00000E-30,    1.00000E-30,    1.00705E-30,    1.00000E-30,    1.43789E-30,    1.00000E-30,    1.43799E-30,    1.44493E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.44736E-30,    1.19946E-27,    1.44521E-30,    4.84076E-28,    1.00000E-30,    1.23917E-30,    1.43800E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.43787E-30,    1.00000E-30,    8.14756E-25,    1.20426E-21,    1.00000E-30,    1.44855E-30,    1.00705E-30,    3.85230E-22,    1.00000E-30,    1.00000E-30,    1.46433E-30,    1.45333E-30,    2.73596E-04
  1.000E-03, 1.0000E+04,   10.00, 2.9644E+00,   1,    5.00000E-01,    2.41591E-09,    1.83316E-13,    2.50000E-01,    6.89306E-30,    8.28591E-14,    7.04422E-15,    1.00000E-01,    3.69719E-14,    1.62735E-16,    4.52973E-09,    5.29738E-12,    2.59996E-04,    1.87701E-12,    6.40323E-13,    1.48335E-12,    5.48154E-14,    2.63650E-11,    2.70941E-13,    6.10000E-05,    1.07173E-16,    6.48047E-14,    3.53797E-15,    1.69984E-12,    3.66475E-14,    2.36781E-15,    1.51491E-18,    1.88926E-14,    4.26394E-15,    3.76287E-16,    2.93360E-20,    2.79497E-16,    5.17199E-20,    3.57472E-15,    4.60000E-04,    4.58312E-13,    9.29103E-16,    5.69314E-16,    5.12681E-18,    2.15065E-17,    5.22246E-22,    2.76243E-13,    7.18994E-17,    1.34248E-13,    2.98785E-14,    1.69220E-15,    2.00651E-18,    7.89065E-27,    2.50429E-20,    6.79724E-20,    1.00663E-16,    3.98064E-05,    3.64786E-09,    5.33211E-25,    4.45253E-14,    5.81987E-22,    2.55653E-18,    1.05076E-26,    2.80015E-28,    5.76434E-25,    9.63653E-20,    4.70151E-18,    1.31744E-18,    4.16331E-25,    8.07121E-30,    5.30123E-30,    1.50708E-19,    5.75685E-17,    3.17733E-20,    1.00000E-30,    3.80176E-25,    1.06481E-30,    1.23110E-16,    5.72503E-17,    1.25415E-22,    1.36621E-18,    5.77554E-22,    1.72585E-23,    3.95101E-12,    9.99960E-08,    1.00000E-30,    1.00000E-30,    3.59258E-30,    2.26349E-19,    1.49048E-15,    5.88287E-25,    1.32798E-18,    6.76450E-25,    7.78977E-19,    2.45858E-16,    1.58937E-30,    1.00000E-30,    3.09410E-29,    8.81943E-24,    9.44987E-21,    3.10721E-18,    8.30720E-20,    4.21029E-22,    1.22800E-24,    2.11018E-17,    1.78794E-26,    7.37799E-25,    5.23077E-25,    6.32600E-22,    1.21616E-24,    3.21081E-25,    8.87497E-24,    1.00000E-30,    4.86239E-30,    9.69905E-29,    1.87082E-28,    8.00563E-26,    1.83234E-15,    2.06704E-27,    1.00000E-30,    5.12855E-19,    2.42286E-21,    9.29587E-11,    1.31799E-05,    1.87862E-16,    5.05751E-30,    1.00000E-30,    6.88662E-16,    2.95893E-16,    1.58939E-30,    1.00000E-30,    1.21786E-30,    1.00000E-30,    1.03018E-24,    2.25909E-13,    2.31543E-14,    1.88713E-14,    1.14466E-09,    2.92181E-07,    2.60644E-23,    5.17310E-15,    6.62352E-27,    5.93906E-12,    2.17681E-08,    1.10069E-09,    7.21537E-28,    9.70418E-24,    1.58941E-30,    1.00000E-30,    3.86960E-26,    1.00000E-30,    1.65839E-30,    3.04376E-29,    6.63376E-20,    2.71304E-28,    1.00000E-30,    1.00000E-30,    1.99313E-30,    1.00000E-30,    1.00000E-30,    1.58945E-30,    1.59014E-30,    1.13131E-30,    8.76800E-26,    1.00000E-30,    1.57628E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    3.30655E-25,    1.66116E-19,    8.54774E-18,    7.58605E-23,    1.59534E-19,    1.58944E-30,    1.00000E-30,    1.54228E-28,    3.71772E-25,    4.89872E-18,    2.84382E-21,    1.58941E-30,    1.00000E-30,    1.58941E-30,    1.00000E-30,    5.62382E-26,    1.00000E-30,    7.67249E-28,    1.19471E-27,    9.22990E-25,    1.98881E-23,    7.64930E-29,    1.51092E-29,    4.48895E-22,    1.53088E-19,    1.58941E-30,    1.00000E-30,    6.48119E-23,    1.01326E-30,    1.10439E-26,    6.57805E-21,    2.24317E-18,    1.58941E-30,    6.02056E-30,    1.00000E-30,    1.06708E-30,    1.00000E-30,    1.58823E-30,    1.00000E-30,    1.58938E-30,    1.65513E-30,    3.17287E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    2.06852E-30,    1.02875E-24,    5.75915E-30,    4.20240E-25,    1.00000E-30,    2.26608E-28,    1.58941E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.00000E-30,    1.58805E-30,    1.00000E-30,    7.99440E-22,    1.18369E-19,    1.00000E-30,    1.43530E-29,    1.06707E-30,    3.73973E-20,    1.00000E-30,    1.00000E-30,    2.79632E-29,    5.98433E-28,    2.73594E-04
