!MOLECULE
CH
!MOLECULAR WEIGHT
13.0
!NUMBER OF ENERGY LEVELS
32
! LEVEL + ENERGY(CM-1) + WEIGHT + QUANTUM NOS. (J Lambda Omega F)
     1       0.0000       1.0    0.5  1.0  0.5  0.0
     2       0.0005       3.0    0.5  1.0  0.5  1.0
     3       0.1093       1.0    0.5 -1.0  0.5  0.0
     4       0.1117       3.0    0.5 -1.0  0.5  1.0
     5      17.8814       3.0    1.5  1.0  1.5  1.0
     6      17.8815       5.0    1.5  1.0  1.5  2.0
     7      17.9049       5.0    1.5 -1.0  1.5  2.0
     8      17.9056       3.0    1.5 -1.0  1.5  1.0
     9      66.9384       3.0    1.5 -1.0  0.5  1.0
    10      66.9401       5.0    1.5 -1.0  0.5  2.0
    11      67.1827       3.0    1.5  1.0  0.5  1.0
    12      67.1852       5.0    1.5  1.0  0.5  2.0
    13      73.1518       7.0    2.5 -1.0  1.5  3.0
    14      73.1521       5.0    2.5 -1.0  1.5  2.0
    15      73.3135       7.0    2.5  1.0  1.5  3.0
    16      73.3145       5.0    2.5  1.0  1.5  2.0
    17     153.1943       5.0    2.5  1.0  0.5  2.0
    18     153.1957       7.0    2.5  1.0  0.5  3.0
    19     153.6865       5.0    2.5 -1.0  0.5  2.0
    20     153.6887       7.0    2.5 -1.0  0.5  3.0
    21     157.3941       9.0    3.5  1.0  1.5  4.0
    22     157.3946       7.0    3.5  1.0  1.5  3.0
    23     157.7699       9.0    3.5 -1.0  1.5  4.0
    24     157.7711       7.0    3.5 -1.0  1.5  3.0
    25     266.8458       7.0    3.5 -1.0  0.5  3.0
    26     266.8472       9.0    3.5 -1.0  0.5  4.0
    27     267.6604       7.0    3.5  1.0  0.5  3.0
    28     267.6625       9.0    3.5  1.0  0.5  4.0
    29     270.0318      11.0    4.5 -1.0  1.5  5.0
    30     270.0323       9.0    4.5 -1.0  1.5  4.0
    31     270.6967      11.0    4.5  1.0  1.5  5.0
    32     270.6980       9.0    4.5  1.0  1.5  4.0
!NUMBER OF RADIATIVE TRANSITIONS
127
!TRANS UP + LOW + EINSTEINA(s^-1) + FREQ(GHz) + E_up(K)
     1       3    2   0.288E-09       3.26379     0.157
     2       4    1   0.104E-09       3.34919     0.161
     3       4    2   0.205E-09       3.33548     0.161
     4       5    3   0.414E-03     532.79327    25.727
     5       5    4   0.207E-03     532.72159    25.727
     6       6    4   0.621E-03     532.72389    25.728
     7       7    2   0.638E-03     536.76105    25.761
     8       7    5   0.232E-12       0.70398    25.761
     9       7    6   0.207E-11       0.70168    25.761
    10       8    1   0.425E-03     536.79557    25.762
    11       8    2   0.213E-03     536.78186    25.762
    12       8    5   0.211E-11       0.72479    25.762
    13       8    6   0.418E-12       0.72249    25.762
    14       9    1   0.223E-01    2006.76258    96.310
    15       9    2   0.112E-01    2006.74886    96.310
    16       9    5   0.442E-02    1470.69180    96.310
    17       9    6   0.885E-03    1470.68950    96.310
    18      10    2   0.335E-01    2006.79906    96.313
    19      10    5   0.530E-03    1470.74200    96.312
    20      10    6   0.478E-02    1470.73970    96.312
    21      11    3   0.226E-01    2010.81046    96.662
    22      11    4   0.113E-01    2010.73859    96.662
    23      11    7   0.881E-03    1477.31302    96.662
    24      11    8   0.440E-02    1477.29221    96.662
    25      11    9   0.216E-08       7.32520    96.662
    26      11   10   0.423E-09       7.27500    96.662
    27      12    4   0.339E-01    2010.81192    96.665
    28      12    7   0.476E-02    1477.38644    96.665
    29      12    8   0.528E-03    1477.36563    96.665
    30      12    9   0.267E-09       7.39862    96.665
    31      12   10   0.235E-08       7.34842    96.665
    32      13    6   0.372E-01    1656.96128   105.250
    33      13   12   0.490E-06     178.87317   105.250
    34      14    5   0.335E-01    1656.97288   105.250
    35      14    6   0.372E-02    1656.97058   105.250
    36      14   11   0.441E-06     178.95588   105.250
    37      14   12   0.492E-07     178.88246   105.250
    38      15    7   0.375E-01    1661.10737   105.482
    39      15   10   0.595E-06     191.06936   105.482
    40      15   13   0.308E-09       4.84777   105.482
    41      15   14   0.153E-10       4.83848   105.482
    42      16    7   0.375E-02    1661.13896   105.484
    43      16    8   0.338E-01    1661.11815   105.484
    44      16    9   0.536E-06     191.15114   105.484
    45      16   10   0.595E-07     191.10094   105.484
    46      16   13   0.220E-10       4.87935   105.484
    47      16   14   0.307E-09       4.87006   105.484
    48      17    7   0.546E-03    4055.87506   220.414
    49      17    8   0.491E-02    4055.85425   220.414
    50      17    9   0.127E+00    2585.88732   220.414
