!MOLECULE
 NO from JPL database, updated 2010, incl. cross-ladder trans.          
!MOLECULAR WEIGHT
 30.
! NUMBER OF ENERGY LEVELS
 154
!LEVEL + ENERGIES(cm^-1) + WEIGHT + J (or other quantum numbers)
10347  145   51 .21E-13 .29E-13 .39E-13 .49E-13 .59E-13 .68E-13 .83E-13 .10E-12 .12E-12 .14E-12
10348  145   52 .55E-13 .77E-13 .11E-12 .15E-12 .19E-12 .24E-12 .33E-12 .44E-12 .53E-12 .61E-12
10349  145   53 .18E-13 .24E-13 .31E-13 .39E-13 .45E-13 .51E-13 .62E-13 .74E-13 .86E-13 .10E-12
10350  145   54 .53E-13 .71E-13 .98E-13 .13E-12 .16E-12 .20E-12 .26E-12 .34E-12 .41E-12 .46E-12
10351  145   55 .27E-13 .36E-13 .47E-13 .58E-13 .68E-13 .77E-13 .93E-13 .11E-12 .13E-12 .15E-12
10352  145   56 .79E-13 .11E-12 .15E-12 .19E-12 .24E-12 .29E-12 .40E-12 .51E-12 .61E-12 .69E-12
10353  145   57 .35E-13 .48E-13 .63E-13 .77E-13 .91E-13 .10E-12 .12E-12 .15E-12 .17E-12 .20E-12
10354  145   58 .11E-12 .14E-12 .20E-12 .26E-12 .32E-12 .39E-12 .53E-12 .68E-12 .81E-12 .92E-12
10355  145   59 .43E-12 .54E-12 .66E-12 .76E-12 .84E-12 .92E-12 .10E-11 .12E-11 .13E-11 .14E-11
10356  145   60 .39E-12 .49E-12 .59E-12 .68E-12 .76E-12 .83E-12 .94E-12 .11E-11 .12E-11 .12E-11
10357  145   61 .34E-12 .43E-12 .53E-12 .61E-12 .67E-12 .73E-12 .83E-12 .93E-12 .10E-11 .11E-11
10358  145   62 .25E-12 .29E-12 .35E-12 .40E-12 .44E-12 .48E-12 .56E-12 .63E-12 .69E-12 .74E-12
10359  145   63 .28E-12 .33E-12 .39E-12 .45E-12 .50E-12 .55E-12 .63E-12 .71E-12 .77E-12 .83E-12
10360  145   64 .31E-12 .36E-12 .43E-12 .50E-12 .55E-12 .61E-12 .69E-12 .79E-12 .86E-12 .92E-12
10361  145   65 .38E-13 .52E-13 .66E-13 .80E-13 .93E-13 .11E-12 .13E-12 .16E-12 .20E-12 .23E-12
10362  145   66 .97E-13 .13E-12 .18E-12 .23E-12 .28E-12 .34E-12 .44E-12 .55E-12 .65E-12 .73E-12
10363  145   67 .51E-13 .69E-13 .88E-13 .11E-12 .12E-12 .14E-12 .17E-12 .22E-12 .26E-12 .31E-12
10364  145   68 .13E-12 .17E-12 .23E-12 .30E-12 .38E-12 .45E-12 .59E-12 .74E-12 .87E-12 .97E-12
10365  145   69 .64E-13 .87E-13 .11E-12 .13E-12 .16E-12 .18E-12 .22E-12 .27E-12 .33E-12 .39E-12
10366  145   70 .16E-12 .22E-12 .29E-12 .38E-12 .47E-12 .56E-12 .73E-12 .92E-12 .11E-11 .12E-11
10367  145   71 .63E-13 .84E-13 .10E-12 .12E-12 .14E-12 .15E-12 .18E-12 .21E-12 .25E-12 .29E-12
10368  145   72 .23E-12 .30E-12 .39E-12 .49E-12 .58E-12 .68E-12 .84E-12 .10E-11 .12E-11 .13E-11
10369  145   73 .79E-13 .10E-12 .13E-12 .15E-12 .17E-12 .19E-12 .23E-12 .27E-12 .31E-12 .36E-12
10370  145   74 .29E-12 .37E-12 .49E-12 .61E-12 .73E-12 .84E-12 .11E-11 .13E-11 .15E-11 .16E-11
10371  145   75 .95E-13 .13E-12 .16E-12 .18E-12 .21E-12 .23E-12 .27E-12 .32E-12 .37E-12 .43E-12
10372  145   76 .35E-12 .45E-12 .58E-12 .73E-12 .87E-12 .10E-11 .13E-11 .15E-11 .17E-11 .19E-11
10373  145   77 .36E-12 .43E-12 .50E-12 .56E-12 .62E-12 .66E-12 .74E-12 .83E-12 .89E-12 .95E-12
10374  145   78 .33E-12 .39E-12 .45E-12 .51E-12 .56E-12 .60E-12 .68E-12 .75E-12 .81E-12 .86E-12
10375  145   79 .30E-12 .35E-12 .41E-12 .46E-12 .50E-12 .54E-12 .61E-12 .68E-12 .73E-12 .78E-12
10376  145   80 .51E-12 .58E-12 .68E-12 .77E-12 .85E-12 .93E-12 .11E-11 .12E-11 .13E-11 .15E-11
10377  145   81 .57E-12 .65E-12 .76E-12 .86E-12 .95E-12 .10E-11 .12E-11 .13E-11 .15E-11 .16E-11
10378  145   82 .63E-12 .71E-12 .83E-12 .94E-12 .10E-11 .11E-11 .13E-11 .15E-11 .16E-11 .18E-11
10379  145   83 .16E-12 .22E-12 .27E-12 .33E-12 .38E-12 .43E-12 .53E-12 .65E-12 .78E-12 .90E-12
10380  145   84 .19E-12 .26E-12 .33E-12 .39E-12 .45E-12 .51E-12 .63E-12 .78E-12 .93E-12 .11E-11
10381  145   85 .22E-12 .30E-12 .38E-12 .46E-12 .53E-12 .60E-12 .74E-12 .91E-12 .11E-11 .13E-11
10382  145   86 .29E-12 .37E-12 .47E-12 .59E-12 .69E-12 .80E-12 .98E-12 .12E-11 .13E-11 .14E-11
10383  145   87 .35E-12 .44E-12 .57E-12 .70E-12 .83E-12 .96E-12 .12E-11 .14E-11 .16E-11 .17E-11
10384  145   88 .41E-12 .52E-12 .66E-12 .82E-12 .97E-12 .11E-11 .14E-11 .16E-11 .18E-11 .20E-11
10385  145   89 .87E-12 .93E-12 .10E-11 .11E-11 .12E-11 .13E-11 .14E-11 .15E-11 .16E-11 .17E-11
10386  145   90 .80E-12 .85E-12 .95E-12 .10E-11 .11E-11 .12E-11 .13E-11 .14E-11 .15E-11 .16E-11
10387  145   91 .72E-12 .77E-12 .87E-12 .95E-12 .10E-11 .11E-11 .12E-11 .13E-11 .14E-11 .14E-11
10388  145   92 .63E-12 .72E-12 .83E-12 .94E-12 .10E-11 .11E-11 .13E-11 .15E-11 .17E-11 .18E-11
10389  145   93 .70E-12 .79E-12 .91E-12 .10E-11 .11E-11 .12E-11 .14E-11 .16E-11 .18E-11 .20E-11
10390  145   94 .76E-12 .87E-12 .10E-11 .11E-11 .12E-11 .14E-11 .16E-11 .18E-11 .20E-11 .21E-11
10391  145   95 .18E-12 .23E-12 .27E-12 .31E-12 .35E-12 .38E-12 .43E-12 .50E-12 .58E-12 .65E-12
10392  145   96 .21E-12 .27E-12 .32E-12 .37E-12 .41E-12 .44E-12 .51E-12 .59E-12 .67E-12 .76E-12
10393  145   97 .24E-12 .31E-12 .37E-12 .42E-12 .46E-12 .50E-12 .58E-12 .67E-12 .77E-12 .87E-12
10394  145   98 .82E-12 .10E-11 .12E-11 .15E-11 .17E-11 .19E-11 .22E-11 .25E-11 .28E-11 .29E-11
10395  145   99 .95E-12 .12E-11 .15E-11 .17E-11 .20E-11 .22E-11 .26E-11 .30E-11 .32E-11 .34E-11
10396  145  100 .11E-11 .13E-11 .17E-11 .20E-11 .23E-11 .25E-11 .30E-11 .34E-11 .37E-11 .39E-11
10397  145  101 .86E-12 .11E-11 .14E-11 .16E-11 .18E-11 .20E-11 .23E-11 .27E-11 .31E-11 .34E-11
10398  145  102 .98E-12 .13E-11 .16E-11 .18E-11 .21E-11 .23E-11 .27E-11 .31E-11 .35E-11 .39E-11
10399  145  103 .11E-11 .14E-11 .18E-11 .21E-11 .23E-11 .26E-11 .30E-11 .35E-11 .40E-11 .44E-11
10400  145  104 .63E-12 .75E-12 .91E-12 .11E-11 .12E-11 .14E-11 .16E-11 .18E-11 .20E-11 .21E-11
10401  145  105 .72E-12 .86E-12 .10E-11 .12E-11 .14E-11 .15E-11 .18E-11 .21E-11 .23E-11 .24E-11
10402  145  106 .81E-12 .97E-12 .12E-11 .14E-11 .16E-11 .17E-11 .20E-11 .23E-11 .25E-11 .27E-11
10403  145  107 .14E-11 .16E-11 .18E-11 .19E-11 .20E-11 .21E-11 .23E-11 .25E-11 .27E-11 .29E-11
10404  145  108 .13E-11 .15E-11 .16E-11 .18E-11 .19E-11 .20E-11 .21E-11 .23E-11 .25E-11 .27E-11
10405  145  109 .12E-11 .14E-11 .15E-11 .16E-11 .17E-11 .18E-11 .20E-11 .21E-11 .23E-11 .24E-11
10406  145  110 .51E-12 .38E-12 .36E-12 .36E-12 .36E-12 .37E-12 .38E-12 .40E-12 .43E-12 .46E-12
10407  145  111 .56E-12 .41E-12 .39E-12 .39E-12 .39E-12 .40E-12 .41E-12 .44E-12 .47E-12 .50E-12
10408  145  112 .61E-12 .45E-12 .43E-12 .42E-12 .43E-12 .43E-12 .45E-12 .47E-12 .51E-12 .54E-12
10409  145  113 .41E-12 .50E-12 .58E-12 .65E-12 .71E-12 .77E-12 .87E-12 .99E-12 .11E-11 .12E-11
10410  145  114 .46E-12 .56E-12 .65E-12 .73E-12 .80E-12 .86E-12 .98E-12 .11E-11 .12E-11 .14E-11
10411  145  115 .51E-12 .62E-12 .73E-12 .81E-12 .89E-12 .96E-12 .11E-11 .12E-11 .14E-11 .15E-11
10412  145  116 .33E-11 .38E-11 .44E-11 .49E-11 .53E-11 .56E-11 .62E-11 .66E-11 .69E-11 .71E-11
10413  145  117 .37E-11 .43E-11 .49E-11 .55E-11 .60E-11 .63E-11 .69E-11 .74E-11 .78E-11 .80E-11
10414  145  118 .41E-11 .48E-11 .55E-11 .61E-11 .66E-11 .71E-11 .77E-11 .82E-11 .86E-11 .89E-11
10415  145  119 .17E-11 .10E-11 .92E-12 .89E-12 .87E-12 .85E-12 .83E-12 .81E-12 .81E-12 .81E-12
10416  145  120 .15E-11 .96E-12 .86E-12 .82E-12 .80E-12 .79E-12 .77E-12 .75E-12 .75E-12 .75E-12
10417  145  121 .14E-11 .88E-12 .79E-12 .76E-12 .74E-12 .73E-12 .71E-12 .70E-12 .69E-12 .69E-12
10418  145  122 .13E-11 .14E-11 .15E-11 .16E-11 .17E-11 .18E-11 .21E-11 .24E-11 .26E-11 .28E-11
10419  145  123 .15E-11 .15E-11 .16E-11 .17E-11 .19E-11 .20E-11 .23E-11 .26E-11 .28E-11 .31E-11
10420  145  124 .16E-11 .16E-11 .17E-11 .19E-11 .20E-11 .21E-11 .24E-11 .28E-11 .31E-11 .33E-11
10421  145  125 .78E-11 .90E-11 .10E-10 .11E-10 .11E-10 .12E-10 .13E-10 .14E-10 .14E-10 .15E-10
10422  145  126 .86E-11 .10E-10 .11E-10 .12E-10 .13E-10 .13E-10 .14E-10 .15E-10 .16E-10 .17E-10
10423  145  127 .95E-11 .11E-10 .12E-10 .13E-10 .14E-10 .14E-10 .16E-10 .17E-10 .17E-10 .18E-10
10424  145  128 .10E-11 .11E-11 .13E-11 .14E-11 .16E-11 .17E-11 .19E-11 .21E-11 .23E-11 .24E-11
10425  145  129 .11E-11 .12E-11 .14E-11 .16E-11 .17E-11 .19E-11 .21E-11 .24E-11 .26E-11 .27E-11
10426  145  130 .12E-11 .13E-11 .15E-11 .17E-11 .19E-11 .21E-11 .23E-11 .26E-11 .28E-11 .30E-11
10427  145  131 .35E-11 .35E-11 .34E-11 .33E-11 .32E-11 .32E-11 .31E-11 .30E-11 .30E-11 .30E-11
10428  145  132 .32E-11 .32E-11 .31E-11 .31E-11 .30E-11 .30E-11 .29E-11 .28E-11 .28E-11 .28E-11
10429  145  133 .30E-11 .30E-11 .29E-11 .29E-11 .28E-11 .28E-11 .27E-11 .26E-11 .26E-11 .26E-11
10430  145  134 .11E-11 .12E-11 .13E-11 .14E-11 .14E-11 .15E-11 .16E-11 .17E-11 .19E-11 .20E-11
10431  145  135 .13E-11 .13E-11 .14E-11 .15E-11 .16E-11 .17E-11 .18E-11 .19E-11 .21E-11 .22E-11
10432  145  136 .14E-11 .15E-11 .16E-11 .16E-11 .17E-11 .18E-11 .19E-11 .21E-11 .23E-11 .24E-11
10433  145  137 .12E-10 .12E-10 .13E-10 .13E-10 .13E-10 .14E-10 .14E-10 .15E-10 .15E-10 .15E-10
10434  145  138 .13E-10 .13E-10 .14E-10 .14E-10 .15E-10 .15E-10 .16E-10 .16E-10 .17E-10 .17E-10
10435  145  139 .14E-10 .15E-10 .15E-10 .16E-10 .16E-10 .16E-10 .17E-10 .18E-10 .18E-10 .19E-10
10436  145  140 .17E-11 .12E-11 .10E-11 .10E-11 .10E-11 .10E-11 .10E-11 .11E-11 .11E-11 .11E-11
10437  145  141 .19E-11 .13E-11 .11E-11 .11E-11 .11E-11 .11E-11 .11E-11 .11E-11 .12E-11 .12E-11
10438  145  142 .20E-11 .13E-11 .12E-11 .12E-11 .12E-11 .12E-11 .12E-11 .12E-11 .13E-11 .13E-11
10439  145  143 .22E-09 .35E-09 .38E-09 .40E-09 .40E-09 .40E-09 .41E-09 .41E-09 .40E-09 .41E-09
10440  145  144 .24E-09 .38E-09 .42E-09 .43E-09 .44E-09 .44E-09 .44E-09 .44E-09 .44E-09 .44E-09
10441  146    1 .22E-13 .31E-13 .47E-13 .67E-13 .92E-13 .12E-12 .18E-12 .26E-12 .34E-12 .41E-12
10442  146    2 .11E-13 .16E-13 .23E-13 .34E-13 .46E-13 .60E-13 .91E-13 .13E-12 .17E-12 .21E-12
10443  146    3 .33E-14 .49E-14 .75E-14 .11E-13 .15E-13 .19E-13 .29E-13 .41E-13 .52E-13 .63E-13
10444  146    4 .67E-14 .98E-14 .15E-13 .22E-13 .30E-13 .39E-13 .58E-13 .82E-13 .10E-12 .13E-12
10445  146    5 .27E-13 .38E-13 .58E-13 .86E-13 .12E-12 .16E-12 .26E-12 .39E-12 .52E-12 .65E-12
10446  146    6 .18E-13 .26E-13 .39E-13 .57E-13 .80E-13 .11E-12 .17E-12 .26E-12 .35E-12 .44E-12
10447  146    7 .89E-14 .13E-13 .19E-13 .29E-13 .40E-13 .54E-13 .85E-13 .13E-12 .17E-12 .22E-12
10448  146    8 .70E-14 .10E-13 .14E-13 .19E-13 .25E-13 .30E-13 .40E-13 .51E-13 .60E-13 .69E-13
10449  146    9 .14E-13 .20E-13 .29E-13 .39E-13 .49E-13 .60E-13 .80E-13 .10E-12 .12E-12 .14E-12
10450  146   10 .21E-13 .30E-13 .43E-13 .58E-13 .74E-13 .90E-13 .12E-12 .15E-12 .18E-12 .21E-12
10451  146   11 .82E-13 .11E-12 .16E-12 .22E-12 .28E-12 .34E-12 .47E-12 .61E-12 .74E-12 .84E-12
10452  146   12 .62E-13 .86E-13 .12E-12 .16E-12 .21E-12 .26E-12 .35E-12 .46E-12 .55E-12 .63E-12
10453  146   13 .41E-13 .57E-13 .81E-13 .11E-12 .14E-12 .17E-12 .23E-12 .31E-12 .37E-12 .42E-12
10454  146   14 .10E-13 .15E-13 .21E-13 .30E-13 .39E-13 .49E-13 .69E-13 .95E-13 .12E-12 .14E-12
10455  146   15 .16E-13 .22E-13 .32E-13 .44E-13 .58E-13 .73E-13 .10E-12 .14E-12 .18E-12 .21E-12
10456  146   16 .21E-13 .30E-13 .43E-13 .59E-13 .78E-13 .98E-13 .14E-12 .19E-12 .24E-12 .28E-12
10457  146   17 .88E-13 .12E-12 .18E-12 .25E-12 .33E-12 .42E-12 .60E-12 .85E-12 .11E-11 .13E-11
10458  146   18 .70E-13 .98E-13 .14E-12 .20E-12 .26E-12 .33E-12 .48E-12 .68E-12 .87E-12 .11E-11
10459  146   19 .53E-13 .74E-13 .11E-12 .15E-12 .20E-12 .25E-12 .36E-12 .51E-12 .65E-12 .79E-12
10460  146   20 .43E-13 .59E-13 .79E-13 .99E-13 .12E-12 .13E-12 .16E-12 .19E-12 .21E-12 .24E-12
10461  146   21 .58E-13 .79E-13 .10E-12 .13E-12 .16E-12 .18E-12 .22E-12 .26E-12 .29E-12 .31E-12
10462  146   22 .72E-13 .99E-13 .13E-12 .16E-12 .20E-12 .22E-12 .27E-12 .32E-12 .36E-12 .39E-12
10463  146   23 .22E-12 .29E-12 .38E-12 .48E-12 .57E-12 .66E-12 .81E-12 .96E-12 .11E-11 .12E-11
10464  146   24 .18E-12 .24E-12 .32E-12 .40E-12 .47E-12 .55E-12 .67E-12 .80E-12 .89E-12 .97E-12
10465  146   25 .15E-12 .19E-12 .25E-12 .32E-12 .38E-12 .44E-12 .54E-12 .64E-12 .71E-12 .77E-12
10466  146   26 .49E-13 .67E-13 .90E-13 .12E-12 .14E-12 .17E-12 .22E-12 .27E-12 .32E-12 .36E-12
10467  146   27 .61E-13 .83E-13 .11E-12 .15E-12 .18E-12 .21E-12 .27E-12 .34E-12 .40E-12 .46E-12
10468  146   28 .73E-13 .10E-12 .14E-12 .17E-12 .21E-12 .25E-12 .32E-12 .40E-12 .48E-12 .55E-12
10469  146   29 .27E-12 .37E-12 .51E-12 .66E-12 .82E-12 .98E-12 .13E-11 .17E-11 .20E-11 .23E-11
10470  146   30 .24E-12 .32E-12 .43E-12 .56E-12 .70E-12 .84E-12 .11E-11 .14E-11 .17E-11 .20E-11
10471  146   31 .20E-12 .26E-12 .36E-12 .47E-12 .58E-12 .70E-12 .92E-12 .12E-11 .14E-11 .16E-11
10472  146   32 .13E-12 .17E-12 .21E-12 .25E-12 .28E-12 .31E-12 .35E-12 .39E-12 .42E-12 .45E-12
10473  146   33 .16E-12 .20E-12 .25E-12 .30E-12 .34E-12 .37E-12 .42E-12 .47E-12 .51E-12 .54E-12
10474  146   34 .18E-12 .24E-12 .30E-12 .35E-12 .39E-12 .43E-12 .49E-12 .54E-12 .59E-12 .63E-12
10475  146   35 .39E-12 .48E-12 .59E-12 .69E-12 .77E-12 .84E-12 .94E-12 .10E-11 .11E-11 .11E-11
10476  146   36 .34E-12 .42E-12 .52E-12 .60E-12 .67E-12 .73E-12 .83E-12 .91E-12 .96E-12 .10E-11
10477  146   37 .29E-12 .36E-12 .44E-12 .51E-12 .58E-12 .63E-12 .71E-12 .78E-12 .82E-12 .86E-12
10478  146   38 .18E-12 .23E-12 .29E-12 .35E-12 .41E-12 .45E-12 .54E-12 .62E-12 .70E-12 .77E-12
10479  146   39 .21E-12 .27E-12 .34E-12 .41E-12 .47E-12 .53E-12 .63E-12 .73E-12 .81E-12 .89E-12
10480  146   40 .23E-12 .31E-12 .39E-12 .47E-12 .54E-12 .61E-12 .72E-12 .83E-12 .93E-12 .10E-11
10481  146   41 .67E-12 .85E-12 .11E-11 .13E-11 .15E-11 .17E-11 .21E-11 .25E-11 .28E-11 .31E-11
10482  146   42 .60E-12 .76E-12 .96E-12 .12E-11 .14E-11 .15E-11 .19E-11 .22E-11 .25E-11 .28E-11
10483  146   43 .52E-12 .66E-12 .84E-12 .10E-11 .12E-11 .14E-11 .16E-11 .20E-11 .22E-11 .24E-11
10484  146   44 .26E-12 .33E-12 .39E-12 .44E-12 .47E-12 .51E-12 .55E-12 .60E-12 .63E-12 .66E-12
10485  146   45 .30E-12 .37E-12 .44E-12 .50E-12 .54E-12 .58E-12 .63E-12 .68E-12 .72E-12 .76E-12
10486  146   46 .34E-12 .42E-12 .50E-12 .56E-12 .61E-12 .65E-12 .71E-12 .77E-12 .82E-12 .85E-12
10487  146   47 .11E-13 .14E-13 .20E-13 .26E-13 .32E-13 .39E-13 .52E-13 .68E-13 .82E-13 .95E-13
10488  146   48 .39E-14 .52E-14 .67E-14 .81E-14 .94E-14 .11E-13 .13E-13 .15E-13 .19E-13 .23E-13
10489  146   49 .21E-13 .29E-13 .39E-13 .52E-13 .65E-13 .78E-13 .10E-12 .14E-12 .16E-12 .19E-12
10490  146   50 .78E-14 .10E-13 .13E-13 .16E-13 .19E-13 .21E-13 .25E-13 .31E-13 .37E-13 .46E-13
10491  146   51 .32E-13 .43E-13 .59E-13 .77E-13 .97E-13 .12E-12 .16E-12 .20E-12 .25E-12 .28E-12
10492  146   52 .12E-13 .16E-13 .20E-13 .24E-13 .28E-13 .32E-13 .38E-13 .46E-13 .56E-13 .69E-13
10493  146   53 .29E-13 .38E-13 .51E-13 .66E-13 .83E-13 .10E-12 .13E-12 .17E-12 .21E-12 .24E-12
10494  146   54 .85E-14 .11E-13 .14E-13 .17E-13 .20E-13 .22E-13 .26E-13 .33E-13 .42E-13 .53E-13
10495  146   55 .43E-13 .57E-13 .77E-13 .99E-13 .12E-12 .15E-12 .20E-12 .26E-12 .32E-12 .36E-12
10496  146   56 .13E-13 .17E-13 .21E-13 .26E-13 .29E-13 .33E-13 .40E-13 .49E-13 .62E-13 .79E-13
10497  146   57 .58E-13 .76E-13 .10E-12 .13E-12 .17E-12 .20E-12 .27E-12 .35E-12 .42E-12 .49E-12
10498  146   58 .17E-13 .23E-13 .29E-13 .34E-13 .39E-13 .44E-13 .53E-13 .66E-13 .83E-13 .11E-12
10499  146   59 .45E-12 .53E-12 .61E-12 .68E-12 .74E-12 .78E-12 .86E-12 .93E-12 .99E-12 .10E-11
10500  146   60 .41E-12 .48E-12 .55E-12 .61E-12 .66E-12 .70E-12 .77E-12 .84E-12 .90E-12 .94E-12
10501  146   61 .36E-12 .42E-12 .49E-12 .54E-12 .59E-12 .63E-12 .69E-12 .75E-12 .80E-12 .84E-12
10502  146   62 .51E-12 .62E-12 .74E-12 .84E-12 .93E-12 .10E-11 .11E-11 .12E-11 .13E-11 .14E-11
10503  146   63 .57E-12 .70E-12 .83E-12 .95E-12 .10E-11 .11E-11 .12E-11 .14E-11 .15E-11 .16E-11
10504  146   64 .63E-12 .78E-12 .93E-12 .11E-11 .12E-11 .12E-11 .14E-11 .15E-11 .16E-11 .17E-11
10505  146   65 .44E-13 .58E-13 .78E-13 .99E-13 .12E-12 .15E-12 .19E-12 .25E-12 .31E-12 .35E-12
10506  146   66 .20E-13 .29E-13 .38E-13 .47E-13 .57E-13 .66E-13 .86E-13 .11E-12 .15E-12 .18E-12
10507  146   67 .59E-13 .78E-13 .10E-12 .13E-12 .16E-12 .20E-12 .26E-12 .34E-12 .41E-12 .47E-12
10508  146   68 .27E-13 .38E-13 .50E-13 .63E-13 .75E-13 .88E-13 .11E-12 .15E-12 .19E-12 .24E-12
10509  146   69 .74E-13 .97E-13 .13E-12 .17E-12 .20E-12 .24E-12 .32E-12 .42E-12 .51E-12 .59E-12
10510  146   70 .34E-13 .48E-13 .63E-13 .78E-13 .94E-13 .11E-12 .14E-12 .19E-12 .24E-12 .30E-12
10511  146   71 .15E-12 .19E-12 .25E-12 .31E-12 .38E-12 .45E-12 .58E-12 .72E-12 .83E-12 .92E-12
10512  146   72 .25E-13 .35E-13 .44E-13 .54E-13 .63E-13 .72E-13 .92E-13 .12E-12 .15E-12 .20E-12
10513  146   73 .18E-12 .24E-12 .31E-12 .39E-12 .48E-12 .57E-12 .73E-12 .90E-12 .10E-11 .12E-11
10514  146   74 .31E-13 .43E-13 .55E-13 .67E-13 .79E-13 .90E-13 .11E-12 .15E-12 .19E-12 .24E-12
10515  146   75 .22E-12 .28E-12 .37E-12 .47E-12 .58E-12 .68E-12 .87E-12 .11E-11 .12E-11 .14E-11
10516  146   76 .38E-13 .52E-13 .66E-13 .81E-13 .95E-13 .11E-12 .14E-12 .18E-12 .23E-12 .29E-12
10517  146   77 .11E-11 .12E-11 .14E-11 .16E-11 .18E-11 .19E-11 .22E-11 .24E-11 .27E-11 .29E-11
10518  146   78 .97E-12 .11E-11 .13E-11 .15E-11 .16E-11 .17E-11 .20E-11 .22E-11 .24E-11 .26E-11
10519  146   79 .88E-12 .10E-11 .12E-11 .13E-11 .14E-11 .16E-11 .18E-11 .20E-11 .22E-11 .23E-11
10520  146   80 .37E-12 .44E-12 .50E-12 .55E-12 .59E-12 .63E-12 .67E-12 .72E-12 .76E-12 .80E-12
10521  146   81 .41E-12 .49E-12 .56E-12 .62E-12 .66E-12 .69E-12 .75E-12 .80E-12 .85E-12 .88E-12
10522  146   82 .46E-12 .54E-12 .62E-12 .68E-12 .73E-12 .76E-12 .82E-12 .88E-12 .93E-12 .97E-12
10523  146   83 .12E-12 .15E-12 .20E-12 .25E-12 .31E-12 .37E-12 .47E-12 .60E-12 .70E-12 .80E-12
10524  146   84 .14E-12 .18E-12 .24E-12 .30E-12 .37E-12 .44E-12 .57E-12 .72E-12 .85E-12 .95E-12
10525  146   85 .16E-12 .21E-12 .28E-12 .35E-12 .43E-12 .51E-12 .66E-12 .84E-12 .99E-12 .11E-11
10526  146   86 .16E-12 .22E-12 .29E-12 .35E-12 .41E-12 .46E-12 .57E-12 .70E-12 .84E-12 .97E-12
10527  146   87 .19E-12 .27E-12 .34E-12 .42E-12 .49E-12 .56E-12 .68E-12 .84E-12 .10E-11 .12E-11
10528  146   88 .23E-12 .31E-12 .40E-12 .49E-12 .57E-12 .65E-12 .80E-12 .99E-12 .12E-11 .14E-11
10529  146   89 .72E-12 .80E-12 .92E-12 .10E-11 .11E-11 .12E-11 .14E-11 .16E-11 .18E-11 .19E-11
10530  146   90 .66E-12 .73E-12 .84E-12 .94E-12 .10E-11 .11E-11 .13E-11 .15E-11 .16E-11 .17E-11
10531  146   91 .60E-12 .67E-12 .76E-12 .85E-12 .94E-12 .10E-11 .12E-11 .13E-11 .15E-11 .16E-11
10532  146   92 .10E-11 .11E-11 .12E-11 .13E-11 .14E-11 .14E-11 .15E-11 .16E-11 .17E-11 .17E-11
10533  146   93 .11E-11 .12E-11 .13E-11 .14E-11 .15E-11 .16E-11 .17E-11 .17E-11 .18E-11 .19E-11
10534  146   94 .12E-11 .13E-11 .15E-11 .16E-11 .17E-11 .17E-11 .18E-11 .19E-11 .20E-11 .21E-11
10535  146   95 .83E-12 .10E-11 .12E-11 .15E-11 .17E-11 .19E-11 .22E-11 .25E-11 .28E-11 .29E-11
10536  146   96 .97E-12 .12E-11 .15E-11 .17E-11 .20E-11 .22E-11 .26E-11 .30E-11 .32E-11 .34E-11
10537  146   97 .11E-11 .13E-11 .17E-11 .20E-11 .23E-11 .25E-11 .30E-11 .34E-11 .37E-11 .39E-11
10538  146   98 .10E-12 .14E-12 .18E-12 .21E-12 .25E-12 .28E-12 .34E-12 .42E-12 .51E-12 .60E-12
10539  146   99 .12E-12 .16E-12 .21E-12 .25E-12 .29E-12 .33E-12 .40E-12 .49E-12 .59E-12 .70E-12
10540  146  100 .14E-12 .19E-12 .24E-12 .29E-12 .33E-12 .37E-12 .45E-12 .56E-12 .68E-12 .80E-12
10541  146  101 .34E-12 .42E-12 .53E-12 .64E-12 .75E-12 .86E-12 .10E-11 .12E-11 .14E-11 .15E-11
10542  146  102 .38E-12 .48E-12 .61E-12 .74E-12 .86E-12 .98E-12 .12E-11 .14E-11 .16E-11 .17E-11
10543  146  103 .43E-12 .54E-12 .68E-12 .83E-12 .97E-12 .11E-11 .13E-11 .16E-11 .18E-11 .20E-11
10544  146  104 .13E-11 .17E-11 .20E-11 .23E-11 .25E-11 .27E-11 .31E-11 .35E-11 .39E-11 .42E-11
10545  146  105 .15E-11 .19E-11 .23E-11 .26E-11 .29E-11 .31E-11 .36E-11 .40E-11 .44E-11 .48E-11
10546  146  106 .17E-11 .22E-11 .26E-11 .30E-11 .33E-11 .35E-11 .40E-11 .45E-11 .50E-11 .54E-11
10547  146  107 .11E-11 .10E-11 .11E-11 .11E-11 .11E-11 .12E-11 .12E-11 .13E-11 .14E-11 .15E-11
10548  146  108 .10E-11 .95E-12 .98E-12 .10E-11 .11E-11 .11E-11 .11E-11 .12E-11 .13E-11 .14E-11
10549  146  109 .96E-12 .87E-12 .90E-12 .93E-12 .96E-12 .99E-12 .11E-11 .11E-11 .12E-11 .13E-11
10550  146  110 .94E-12 .10E-11 .11E-11 .12E-11 .12E-11 .13E-11 .14E-11 .15E-11 .16E-11 .17E-11
10551  146  111 .10E-11 .11E-11 .12E-11 .13E-11 .14E-11 .14E-11 .15E-11 .16E-11 .18E-11 .19E-11
10552  146  112 .11E-11 .12E-11 .13E-11 .14E-11 .15E-11 .15E-11 .17E-11 .18E-11 .19E-11 .20E-11
10553  146  113 .40E-11 .45E-11 .51E-11 .56E-11 .60E-11 .63E-11 .68E-11 .72E-11 .74E-11 .76E-11
