!MOLECULE
C2H
!MOLECULAR WEIGHT
25
!NUMBER OF ENERGY LEVELS
40
! LEVEL + ENERGY(CM-1) + WEIGHT + QUANTUM NOS.(j,eps,F)
     1       0.0000       1.0    0_0.5_0
     2       0.0015       3.0    0_0.5_1
     3       2.9130       3.0    1_1.5_1
     4       2.9141       5.0    1_1.5_2
     5       2.9169       3.0    1_0.5_1
     6       2.9171       1.0    1_0.5_0
     7       8.7393       5.0    2_2.5_2
     8       8.7402       7.0    2_2.5_3
     9       8.7450       5.0    2_1.5_2
    10       8.7454       3.0    2_1.5_1
    11      17.4788       7.0    3_3.5_3
    12      17.4797       9.0    3_3.5_4
    13      17.4865       7.0    3_2.5_3
    14      17.4870       5.0    3_2.5_2
    15      29.1315       9.0    4_4.5_4
    16      29.1324      11.0    4_4.5_5
    17      29.1412       9.0    4_3.5_4
    18      29.1418       7.0    4_3.5_3
    19      43.6970      11.0    5_5.5_5
    20      43.6978      13.0    5_5.5_6
    21      43.7088      11.0    5_4.5_5
    22      43.7093       9.0    5_4.5_4
    23      61.1748      13.0    6_6.5_6
    24      61.1756      15.0    6_6.5_7
    25      61.1886      13.0    6_5.5_6
    26      61.1892      11.0    6_5.5_5
    27      81.5645      15.0    7_7.5_7
    28      81.5653      17.0    7_7.5_8
    29      81.5804      15.0    7_6.5_7
    30      81.5810      13.0    7_6.5_6
    31     104.8655      17.0    8_8.5_8
    32     104.8662      19.0    8_8.5_9
    33     104.8834      17.0    8_7.5_8
    34     104.8840      15.0    8_7.5_7
    35     131.0770      19.0    9_9.5_9
    36     131.0778      21.0    9_9.5_10
    37     131.0971      19.0    9_8.5_9
    38     131.0977      17.0    9_8.5_8
    39     160.2205      21.0   10_9.5_10
    40     160.2211      19.0   10_9.5_9
!NUMBER OF RADIATIVE TRANSITIONS
101
!TRANS UP + LOW + EINSTEINA(s^-1) + FREQ(GHz) + E_up(K)
     1       3    1   0.127E-05      87.32859     4.191
     2       3    2   0.260E-06      87.28410     4.191
     3       4    2   0.153E-05      87.31690     4.193
     4       5    1   0.261E-06      87.44647     4.197
     5       5    2   0.127E-05      87.40199     4.197
     6       6    2   0.154E-05      87.40716     4.197
     7       7    3   0.136E-04     174.66763    12.574
     8       7    4   0.101E-05     174.63486    12.574
     9       7    5   0.556E-07     174.54976    12.574
    10       8    4   0.147E-04     174.66320    12.575
    11       9    3   0.439E-06     174.83964    12.582
    12       9    4   0.268E-05     174.80684    12.582
    13       9    5   0.116E-04     174.72174    12.582
    14      10    3   0.104E-05     174.85111    12.583
    15      10    4   0.410E-06     174.81832    12.583
    16      10    5   0.509E-05     174.73321    12.583
    17      10    6   0.818E-05     174.72807    12.583
    18      11    7   0.512E-04     262.00648    25.148
    19      11    8   0.196E-05     261.97812    25.148
    20      11    9   0.631E-07     261.83447    25.148
    21      12    8   0.532E-04     262.00426    25.150
    22      13    7   0.404E-06     262.23696    25.159
    23      13    8   0.396E-05     262.20861    25.159
    24      13    9   0.489E-04     262.06499    25.159
    25      14    7   0.227E-05     262.25093    25.160
    26      14    8   0.237E-06     262.22259    25.160
    27      14    9   0.602E-05     262.07893    25.160
    28      14   10   0.447E-04     262.06747    25.160
    29      15   11   0.128E-03     349.33899    41.914
    30      15   12   0.299E-05     349.31283    41.914
    31      15   13   0.576E-07     349.10849    41.914
    32      16   12   0.131E-03     349.33771    41.915
    33      17   11   0.345E-06     349.62977    41.928
    34      17   12   0.519E-05     349.60361    41.928
    35      17   13   0.125E-03     349.39928    41.928
    36      18   11   0.349E-05     349.64514    41.929
    37      18   12   0.167E-06     349.61898    41.929
    38      18   13   0.703E-05     349.41464    41.929
    39      18   14   0.120E-03     349.40067    41.929
    40      19   15   0.257E-03     436.66182    62.871
    41      19   16   0.407E-05     436.63695    62.871
    42      19   17   0.507E-07     436.37104    62.871
    43      20   16   0.261E-03     436.66098    62.872
    44      21   15   0.295E-06     437.01380    62.887
    45      21   16   0.639E-05     436.98892    62.888
    46      21   17   0.255E-03     436.72302    62.887
    47      22   15   0.469E-05     437.03006    62.888
    48      22   16   0.129E-06     437.00519    62.888
    49      22   17   0.810E-05     436.73928    62.888
    50      22   18   0.248E-03     436.72391    62.888
    51      23   19   0.453E-03     523.97216    88.018
    52      23   20   0.517E-05     523.94813    88.018
    53      23   21   0.447E-07     523.62018    88.018
    54      24   20   0.458E-03     523.97157    88.019
    55      25   19   0.255E-06     524.38589    88.037
    56      25   20   0.758E-05     524.36185    88.037
